Nombre,Dirección,Latitud,Longitud,Teléfono,Horario,Página Web,Rating,Reseñas,Precio,Popularidad
Mercería Generos Y Ajuares,"297, Paradelo, El Calafate, Santa Cruz, Argentina",-50.3413019,-72.2623764,02902 49-1178,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,4.8,"['Very good service and it is a haberdashery that has varieties and affordable prices', 'Excellent place to buy everything you need to upholster, make clothes, make curtains or table linens. The women who serve have extensive experience in the field, both for advice and for carrying out the most varied and demanding jobs. The results I had were top-notch and I recommend it 100%. Another important thing is that it is a very cheap place.', 'Lots of variety. Very friendly service and they have plenty of accessories. The place is warm and they take care of the number of people inside the premises. They use alcohol to gain access.', 'Géneros y ajuares is a charming place where you find that special thing you are looking for in upholstery goods and fabrics. Excellent!', 'Excellent service, highly recommended and all of very good quality.']",,39.0
TAPICERIA EL CALAFATE,"Hielos Continentales 823, El Calafate, Santa Cruz, Argentina",-50.3424464,-72.2592342,,,,4.0,['Well'],,1.0
"Tienda y Colchoneria ""Los Tres Pinos""","E. Leman 49, El Calafate, Santa Cruz, Argentina",-50.338091,-72.271988,02902 49-1313,,,4.5,"[""Excellent products. They don't lack anything. Excellent atention"", '', '', '', '']",,6.0
Diseño y Artes Visuales- Felicia patagonia- accesorios de diseño/ Cortinas Roller Sur,"Lavalle 832, Z9303 Cmte. Luis Piedrabuena, Santa Cruz, Argentina",-49.98436820000001,-68.9258651,02966 15-48-9586,"['Monday: 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 4:00\u2009–\u20098:00\u202fPM', 'Friday: 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 5:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",https://linktr.ee/disenoyartepb,,[],,
Diseño y Artes Visuales- Felicia patagonia- accesorios de diseño/ Cortinas Roller Sur,"Lavalle 832, Z9303 Cmte. Luis Piedrabuena, Santa Cruz, Argentina",-49.98436820000001,-68.9258651,02966 15-48-9586,"['Monday: 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 4:00\u2009–\u20098:00\u202fPM', 'Friday: 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 5:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",https://linktr.ee/disenoyartepb,,[],,
Bazar y hogar Avenida,"Rivadavia, Las Heras, Santa Cruz, Argentina",-46.5397755,-68.9313203,,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",,4.4,"['It is a traditional house from Las Heras. With good care and its owners present at all times. Bazaar, cleaning, white, furniture and much more.\nRecommendable..!!!', 'Very good service and variety', 'Good prices on cleaning products and always good service', 'Very complete bazaar and cleaning supplies. Clean and excellent service', 'Excellent service, fair price, it is recommended.']",,31.0
Tapiceria Las Heras,"Av. San Martín 659-883, Las Heras, Santa Cruz, Argentina",-46.540167,-68.9386969,0297 516-0028,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,4.5,"['Excellent atention', '']",,2.0
Deco-Dalma,"9017, Las Heras, Santa Cruz, Argentina",-46.5317344,-68.9183931,0297 470-5740,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",,,[],,
Alma Essencial,"B° Peron, Juan B Alberdi 295, Las Heras, Santa Cruz, Argentina",-46.5435968,-68.9461469,0297 624-1187,"['Monday: 3:00\u2009–\u20099:00\u202fPM', 'Tuesday: 3:00\u2009–\u20099:00\u202fPM', 'Wednesday: 3:00\u2009–\u20099:00\u202fPM', 'Thursday: 3:00\u2009–\u20099:00\u202fPM', 'Friday: 3:00\u2009–\u20099:00\u202fPM', 'Saturday: 3:00\u2009–\u20099:00\u202fPM', 'Sunday: 3:00\u2009–\u20099:00\u202fPM']",https://www.facebook.com/Alma-Essencial-100985614971028/?ti=as,5.0,"['The best service, I was able to have my Rosa essen set❤', 'There is not much to say about Essen...because its products are of Excellence. But I can talk about the wonderful salespeople Alma and Andrea. Without a doubt you will receive the best attention...according to the quality of their products. Congratulations girls. May the successes continue.', 'Beautiful attention to offer your beautiful products!!! 💜 I have had Andre for more than 8 years, always giving you the best benefits.... beautiful quality, everything!', ""Andrea's service is excellent, and the quality of the products is very good, the orders arrive on time and the payment options are varied and that makes the purchase easier 👏👍\nCarmen C."", 'The best quality in pots and utensils in Essen, exchange plan, cash, excellent financing plans for all debit or credit cards, with the cordial and kind attention of Andre and Alma.💯💯💯🤗']",,40.0
Lola_velas y fragancias,"Gdor. Gregores 574, Las Heras, Santa Cruz, Argentina",-46.5416412,-68.9355744,0297 436-8371,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",https://www.facebook.com/profile.php?id=100066532007688&mibextid=ZbWKwL,5.0,"['Excellent place, beautiful things of good quality, keep it up❤️', 'If you are looking for artisanal products this is the place for you. Scented soy candles, diffusers, Deco and much more.', 'Excellent service and quality of products.', 'Excellent products and excellent service', 'Very nice things 👏👏👏']",,7.0
La Boutique Del Blanco Ensueños,"28 de Noviembre, Las Heras, Santa Cruz, Argentina",-46.5486823,-68.9260254,,,,,[],,
CB Cortinas y Sistemas,"Santa Cruz Province, Argentina",-46.4287702,-67.5364372,0297 411-2060,"['Monday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,4.6,"['Custom roller blinds! Vertical bands. Many fabrics and excellent prices. With additional placement service!', 'Very good prices, good quality and service', 'Excellent product and very good prices', 'Well', '']",,14.0
B y N Deco,"Progreso López 22, Caleta Olivia, Santa Cruz, Argentina",-46.4455915,-67.52085699999999,0297 483-0778,"['Monday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:30\u202fPM']",http://www.byndeco.com.ar/,5.0,"['Very nice furniture', '']",,2.0
Telas Ellas,"Pje. Puerto Argentino 135, Caleta Olivia, Santa Cruz, Argentina",-46.4533254,-67.53175329999999,0297 485-4821,"['Monday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",https://www.facebook.com/cristina.carrizo.161,4.3,"[""Entering this house is like a one-way ticket to the textures and designs....and you don't know which one to come back with!!!😱😱😱\n👉🏾They are excellent sellers, they remember your purchases and advise you. I have heard how the fabrics that should be used according to the client's requirements contribute with their point of view.\n👉🏾The variety and quality of their products is incredible, although the location does not favor them, they undoubtedly compensate it very well with the prices, quality and variety, surely achieving the loyalty of their clientele."", 'Excellent atention. Variety of products. They help with ideas so you can carry out your projects.', 'Good service, everything, moderate price, little parking space,', 'Excellent!!!! The attention is very cordial, it is a pleasure to stop by to look at the fabrics, now also wool and whether you buy or not you get a nice chat, thank you Ellas Telas!!!!', 'Excellent local variety and attention. The owner is sweet']",,69.0
Goy Telas y Lanas,"Independencia 1-99, Caleta Olivia, Santa Cruz, Argentina",-46.4428068,-67.5187467,0297 418-2477,"['Monday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.2,"['Excellent service, advice and convenient prices.', 'Very good attention and advice', ""I didn't find the fabric I was looking for but excellent service from the sellers."", 'Excellent attention!', 'Very good ! Good prices and you have everything!']",,16.0
Gio Decko,"Gamboa de Sarmiento 730, S9011 Caleta Olivia, Santa Cruz, Argentina",-46.4440721,-67.5345512,0297 529-6630,"['Monday: 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 4:00\u2009–\u20098:00\u202fPM', 'Friday: 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 4:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",http://giodecko.ar/,5.0,"['Excellent work. Very responsible and everything on time.\nSpectacular quality of care\nI recommend 10/10', ""Excellent product; lovely!! The attention from purchase to installation is excellent!! The same is his present; that is taking care of a client; that's why we will returnx mass!!💪✋"", 'Hello!! Today I had a roller blind installed in my kitchen. The truth is, it was really nice, very good quality and the best thing was the attention of the very friendly guys. I recommend Gio Decko to beautify your home. I am very satisfied.', 'For the second time I trusted the GIO DEKO team with great satisfaction, they met the expectations for the window dressing.\nHighly qualified and I recommend their work and responsibility', 'Excellent service and advice from the team! The owner and the installers with unmatched patience. The beautiful products and the quality not to mention! I would choose them again. I had not planned to buy my dream curtains yet, but I came across this company on the way and did not hesitate... (I show in the photo only a part of everything purchased)']",,15.0
Decosur,"Hipólito Yrigoyen, Caleta Olivia, Santa Cruz, Argentina",-46.4390376,-67.5166505,0297 483-5810,"['Monday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",http://www.facebook.com/mueblesydec,4.6,"['Unique in that quality of furniture. The best in the area in quality tables, chairs and armchairs', 'Very good quality in furnishings! Excellent attention!', 'I believe that the problem is good that when you travel on routes 40 and 237 and 234 the belt is cut and unfortunately all the map has currently been updated but the town works well', 'Top quality furniture. Professional advice, good prices and various payment methods.', 'Beautiful things and good financing']",,17.0
Decoespacios Caleta Olivia,"Av. Tierra del Fuego 1249-1299, Caleta Olivia, Santa Cruz, Argentina",-46.4422283,-67.5397131,0297 494-7414,,,4.7,"['', '', '']",,3.0
Duodiseños - RENO AMOBLAMIENTOS,"San José Obrero 1011, Caleta Olivia, Santa Cruz, Argentina",-46.4521179,-67.5261764,0297 15-414-6433,"['Monday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:30\u202fPM', 'Sunday: Closed']",http://www.amoblamientosreno.com/,4.7,"['Excellent service and advice, very complete showroom, sample of product and color options. Quality and excellent finish in all the furniture…', 'Excellent attention!!!!!! Very good advice.', 'Excellent. Very good attention and advice from its owners', 'Excellent service and advice...the designs are modern and of good quality...And a high price in general', 'Good advice, personalized attention. Excellent']",,21.0
Hypnos,"9 de Julio 21, Z9011 Caleta Olivia, Santa Cruz, Argentina",-46.44114809999999,-67.5186416,0297 494-3946,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,4.7,"['Very good variety of mattresses and prices.', 'Excellent atention', 'Excellent attention', '', '']",,6.0
Sanky cosas de casa,"S9011 Caleta Olivia, Santa Cruz Province, Argentina",-46.4440301,-67.5153382,0297 541-5341,"['Monday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",https://www.instagram.com/sankycosasdecasa?igsh=NzZmdHJoNTd5OGVt,5.0,"['Very good attention 😇', 'Excellent attention', '', '', '']",,5.0
Tapiceria EL PATITO,"Caleta Olivia, Santa Cruz Province, Argentina",-46.4460379,-67.517839,0297 485-2208,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,4.0,"['Excellent service, a few weeks ago I took my motorcycle to have it upholstered, they did a great job, thank you all very much for your kindness and willingness.', ""The truth is that I don't know what hours they work because no matter what time it is and on weekdays it is always closed... either I am very unlucky or they never open... a shame because it is clear that they have a variety of materials."", ""Bad service, I asked for a quote and he told me that his time wasn't there to do cheap things that he was already there for bigger things so I didn't do anything VERY DISAPPOINTED!!!!"", 'Excellent service, has years of experience and accepts all forms of payment.', 'Excellent attention']",,26.0
Bella Costura,"Carlos Eduardo Mouesca 2165, Caleta Olivia, Santa Cruz, Argentina",-46.4417227,-67.55114,0297 580-5512,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,5.0,"['Hello, very good products and excellent service.', '', '']",,3.0
Tapiceria 9 de Julio,"Hermana A. Damevin 164, Caleta Olivia, Santa Cruz, Argentina",-46.4453966,-67.51812919999999,0297 625-6090,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']",,4.2,"['Excellent atention!!!', '', '', '', '']",,5.0
Tapiceria El Increible,"Hermana A. Damevin 163, Caleta Olivia, Santa Cruz, Argentina",-46.44568150000001,-67.518405,0297 435-0888,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,,[],,
Mariana Muebles,"Ceferino Namuncura 269, Caleta Olivia, Santa Cruz, Argentina",-46.44305639999999,-67.5233647,0297 483-5947,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,4.5,"['Excellent attention. Lots of variety of furniture.', 'Good price and very good service...', 'Excellent service, the lady who serves is a sweetheart... Very good prices!!!', 'Excellent attention. Very good products and good price.', 'Excellent prices and friendly service']",,31.0
Diseñarte Muebles Caleta Olivia,"Av. Eva Perón 159, Z9011 Caleta Olivia, Santa Cruz, Argentina",-46.4436522,-67.5149232,0297 423-9932,"['Monday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",https://m.facebook.com/dmcaletaolivia/?locale2=es_,4.9,"['Spacious place, with great variety! Affordable prices! It stands out in attention! Andrea very attentive, kind and cordial! Trade 100x100 recommended!', 'Excellent attention, predisposition and very good quality products, highly recommended 🙌', 'Impressive spacious place...well organized. With products of excellent quality and certainly beautiful...ease of payment and very good service...', 'Beautiful place! Quality furniture!! Accessible prices and payment methods and very good attention from the girls. Andrea a genius!', 'I want to highlight the kindness and attention of the saleswoman Andrea who advised us\nThe nice things they have and interest-free installments.']",,15.0
